line_number,book_number,original_text,verse_normalized,verse_syllabified
1850,3,"Hieb dann im Schwunge den Helm, den gekegelten; aber an jenem",hieb dann im schwunge den helm den gekegelten aber an jenem,hieb|dann|im|schwun|ge|den|helm|den|ge|ke|gel|ten|a|ber|an|je|nem
1851,3,"Dreifach zerkracht und vierfach, entsprang es umher aus der Rechten.",dreifach zerkracht und vierfach entsprang es umher aus der rechten,drei|fach|zer|kracht|und|vier|fach|ent|sprang|es|um|her|aus|der|rech|ten
1852,3,"Atreus Sohn wehklagte, den Blick gen Himmel erhebend:",atreus sohn wehklagte den blick gen himmel erhebend,a|treus|sohn|weh|klag|te|den|blick|gen|him|mel|er|he|bend
1853,3,"Vater Zeus, nie gleicht dir an Grausamkeit einer der Götter!",vater zeus nie gleicht dir an grausamkeit einer der götter,va|ter|zeus|nie|gleicht|dir|an|grau|sam|keit|ei|ner|der|göt|ter
1854,3,"Ha, ich hoffte zu strafen die Freveltat Alexandros;",ha ich hoffte zu strafen die freveltat alexandros,ha|ich|hoff|te|zu|stra|fen|die|fre|vel|tat|a|lex|an|dros
1855,3,"Aber es sprang aus der Hand mir in Trümmer das Schwert, und die Lanze",aber es sprang aus der hand mir in trümmer das schwert und die lanze,a|ber|es|sprang|aus|der|hand|mir|in|trüm|mer|das|schwert|und|die|lan|ze
1856,3,"Flog mir hinweg aus den Händen umsonst, und verwundete nicht ihn!",flog mir hinweg aus den händen umsonst und verwundete nicht ihn,flog|mir|hin|weg|aus|den|hän|den|um|sonst|und|ver|wun|de|te|nicht|ihn
1857,3,"Sprach's, und stürmte hinan, und ergriff ihn am Busche des Helmes,",sprach's und stürmte hinan und ergriff ihn am busche des helmes,sprach's|und|stürm|te|hin|an|und|er|griff|ihn|am|bu|sche|des|hel|mes
1858,3,Zog dann gewandt ihn daher zu den hellumschienten Achaiern.,zog dann gewandt ihn daher zu den hellumschienten achaiern,zog|dann|ge|wandt|ihn|da|her|zu|den|hel|lum|schien|ten|a|chai|ern
1859,3,"Jenen engt' an der Kehle der buntgezeichnete Riemen,",jenen engt' an der kehle der buntgezeichnete riemen,je|nen|engt'|an|der|keh|le|der|bunt|ge|zeich|ne|te|rie|men
1860,3,"Den er unter dem Kinne, des Helmes Band, sich befestigt.",den er unter dem kinne des helmes band sich befestigt,den|er|un|ter|dem|kin|ne|des|hel|mes|band|sich|be|fes|tigt
1861,3,"Und er hätt' ihn geschleift, und ewigen Ruhm sich erworben,",und er hätt' ihn geschleift und ewigen ruhm sich erworben,und|er|hätt'|ihn|ge|schleift|und|e|wi|gen|ruhm|sich|er|wor|ben
1862,3,"Wenn nicht schnell es bemerkt die Tochter Zeus Aphrodite,",wenn nicht schnell es bemerkt die tochter zeus aphrodite,wenn|nicht|schnell|es|be|merkt|die|toch|ter|zeus|aph|ro|di|te
1863,3,Und ihn zersprengt den Riemen des stark erschlagenen Stieres.,und ihn zersprengt den riemen des stark erschlagenen stieres,und|ihn|zer|sprengt|den|rie|men|des|stark|er|schla|ge|nen|stie|res
1864,3,Leer nun folgte der Helm der nervichten Hand Menelaos.,leer nun folgte der helm der nervichten hand menelaos,leer|nun|folg|te|der|helm|der|ner|vich|ten|hand|me|ne|la|os
1865,3,Diesen schleuderte drauf zu den hellumschienten Aichaiern,diesen schleuderte drauf zu den hellumschienten aichaiern,die|sen|schleu|der|te|drauf|zu|den|hel|lum|schien|ten|ai|chai|ern
1866,3,Hochaufschwingend der Held; es erhoben ihn teure Genossen;,hochaufschwingend der held es erhoben ihn teure genossen,hoch|auf|schwin|gend|der|held|es|er|ho|ben|ihn|teu|re|ge|nos|sen
1867,3,Und nun stürmt' er von neuem in heißer Begier zu ermorden,und nun stürmt' er von neuem in heißer begier zu ermorden,und|nun|stürmt'|er|von|neu|em|in|hei|ßer|be|gier|zu|er|mor|den
1868,3,Hin mit dem ehernen Speer. Doch jenen entrückt' Aphrodite,hin mit dem ehernen speer doch jenen entrückt' aphrodite,hin|mit|dem|e|her|nen|speer|doch|je|nen|ent|rückt'|aph|ro|di|te
1869,3,"Sonder Müh, als Göttin, und hüllt' in Nebel ihn ringsher;",sonder müh als göttin und hüllt' in nebel ihn ringsher,son|der|müh|als|göt|tin|und|hüllt'|in|ne|bel|ihn|rings|her
1870,3,"Setzt' ihn drauf in die Kammer, von duftender Würze durchräuchert;",setzt' ihn drauf in die kammer von duftender würze durchräuchert,setzt'|ihn|drauf|in|die|kam|mer|von|duf|ten|der|wür|ze|durch|räu|chert
1871,3,Schnell dann Helena suchend enteilte sie. Jene noch fand sie,schnell dann helena suchend enteilte sie jene noch fand sie,schnell|dann|he|le|na|su|chend|ent|eil|te|sie|je|ne|noch|fand|sie
1872,3,"Dort auf ragendem Turm, und umher viel troische Weiber.",dort auf ragendem turm und umher viel troische weiber,dort|auf|ra|gen|dem|turm|und|um|her|viel|tro|i|sche|wei|ber
1873,3,"Leis' ihr feines Gewand voll Nektarduft ihr bewegend,",leis' ihr feines gewand voll nektarduft ihr bewegend,leis'|ihr|fei|nes|ge|wand|voll|nek|tar|duft|ihr|be|we|gend
1874,3,"Redete sie, in Gestalt der wollekrämpelnden Greisin,",redete sie in gestalt der wollekrämpelnden greisin,re|de|te|sie|in|ge|stalt|der|wol|le|kräm|peln|den|grei|sin
1875,3,"Hochbetagt, die ihr einst in heimischer Burg Lakedämons",hochbetagt die ihr einst in heimischer burg lakedämons,hoch|be|tagt|die|ihr|einst|in|hei|mi|scher|burg|la|ke|dä|mons
1876,3,"Liebliche Wolle gezupft, und ihr am meisten geliebt war;",liebliche wolle gezupft und ihr am meisten geliebt war,lieb|li|che|wol|le|ge|zupft|und|ihr|am|meis|ten|ge|liebt|war
1877,3,"Dieser gleich an Gestalt, begann Aphrodite die Göttin:",dieser gleich an gestalt begann aphrodite die göttin,die|ser|gleich|an|ge|stalt|be|gann|aph|ro|di|te|die|göt|tin
1878,3,"Komm; dich ruft Alexandros, mit mir nach Hause zu kehren.",komm dich ruft alexandros mit mir nach hause zu kehren,komm|dich|ruft|a|lex|an|dros|mit|mir|nach|hau|se|zu|keh|ren
1879,3,"Jener ruht in der Kammer auf zierlichem Lagergestelle,",jener ruht in der kammer auf zierlichem lagergestelle,je|ner|ruht|in|der|kam|mer|auf|zier|li|chem|la|ger|ge|stel|le
1880,3,"Strahlend in Reiz und Feiergewand. Kaum solltest du glauben,",strahlend in reiz und feiergewand kaum solltest du glauben,strah|lend|in|reiz|und|fei|er|ge|wand|kaum|soll|test|du|glau|ben
1881,3,"Daß er vom Zweikampf komme; vielmehr er gehe zum Reigen,",daß er vom zweikampf komme vielmehr er gehe zum reigen,daß|er|vom|zwei|kampf|kom|me|viel|mehr|er|ge|he|zum|rei|gen
1882,3,Oder er sitz' ausruhend vom fröhlichen Reigen ein wenig.,oder er sitz' ausruhend vom fröhlichen reigen ein wenig,o|der|er|sitz'|aus|ru|hend|vom|fröh|li|chen|rei|gen|ein|we|nig
1883,3,"Jene sprach's, und erregt' ihr das wallende Herz in dem Busen.",jene sprach's und erregt' ihr das wallende herz in dem busen,je|ne|sprach's|und|er|regt'|ihr|das|wal|len|de|herz|in|dem|bu|sen
1884,3,"Aber sobald sie bemerkte den lieblichen Nacken der Göttin,",aber sobald sie bemerkte den lieblichen nacken der göttin,a|ber|so|bald|sie|be|merk|te|den|lieb|li|chen|nac|ken|der|göt|tin
1885,3,"Auch den Busen voll Reiz, und die anmutstrahlenden Augen;",auch den busen voll reiz und die anmutstrahlenden augen,auch|den|bu|sen|voll|reiz|und|die|an|mut|strah|len|den|au|gen
1886,3,"Tief erstaunte sie jetzt, und redete, also beginnend:",tief erstaunte sie jetzt und redete also beginnend,tief|er|staun|te|sie|jetzt|und|re|de|te|al|so|be|gin|nend
1887,3,"Grausame, warum strebst du, mich nochmals schlau zu verleiten?",grausame warum strebst du mich nochmals schlau zu verleiten,grau|sa|me|war|um|strebst|du|mich|noch|mals|schlau|zu|ver|lei|ten
1888,3,Soll ich vielleicht noch weiter die wohlbevölkerten Städte,soll ich vielleicht noch weiter die wohlbevölkerten städte,soll|ich|viel|leicht|noch|wei|ter|die|wohl|be|völ|ker|ten|städ|te
1889,3,"Phrygiens, oder der holden Mäonia Städte durchwandern,",phrygiens oder der holden mäonia städte durchwandern,phry|giens|o|der|der|hol|den|mäo|nia|städ|te|durch|wan|dern
1890,3,Wenn auch dort ein Geliebter dir wohnt der redenden Menschen?,wenn auch dort ein geliebter dir wohnt der redenden menschen,wenn|auch|dort|ein|ge|lieb|ter|dir|wohnt|der|re|den|den|men|schen
1891,3,Drum weil jetzt Menelaos den edlen Held Alexandros,drum weil jetzt menelaos den edlen held alexandros,drum|weil|jetzt|me|ne|la|os|den|ed|len|held|a|lex|an|dros
1892,3,"Überwand, und beschleußt mich heim, die Verhaßte, zu führen;",überwand und beschleußt mich heim die verhaßte zu führen,ü|ber|wand|und|be|schleußt|mich|heim|die|ver|haß|te|zu|füh|ren
1893,3,Darum schleichst du mir jetzo daher voll trüglicher Arglist?,darum schleichst du mir jetzo daher voll trüglicher arglist,da|rum|schleichst|du|mir|jet|zo|da|her|voll|trüg|li|cher|arg|list
1894,3,"Setze zu jenem dich hin, und verlaß der Unsterblichen Wandel;",setze zu jenem dich hin und verlaß der unsterblichen wandel,set|ze|zu|je|nem|dich|hin|und|ver|laß|der|un|sterb|li|chen|wan|del
1895,3,Und nie kehre dein Fuß zu den seligen Höhn des Olympos:,und nie kehre dein fuß zu den seligen höhn des olympos,und|nie|keh|re|dein|fuß|zu|den|se|li|gen|höhn|des|o|lym|pos
1896,3,"Sondern teile des Sterblichen Weh, und pfleg' ihn mit Sorgfalt,",sondern teile des sterblichen weh und pfleg' ihn mit sorgfalt,son|dern|tei|le|des|sterb|li|chen|weh|und|pfleg'|ihn|mit|sorg|falt
1897,3,"Bis er vielleicht zum Weibe dich aufnimmt, oder zur Sklavin!",bis er vielleicht zum weibe dich aufnimmt oder zur sklavin,bis|er|viel|leicht|zum|wei|be|dich|auf|nimmt|o|der|zur|skla|vin
1898,3,"Dorthin geh' ich dir nimmer, denn unanständig ja wär' es,",dorthin geh' ich dir nimmer denn unanständig ja wär' es,dort|hin|geh'|ich|dir|nim|mer|denn|un|an|stän|dig|ja|wär'|es
1899,3,Ihm sein Bett zu schmücken hinfort. Des würden mich alle,ihm sein bett zu schmücken hinfort des würden mich alle,ihm|sein|bett|zu|schmü|cken|hin|fort|des|wür|den|mich|al|le
1900,3,Troerinnen verschmähn; und Gram schon lastet das Herz mir!,troerinnen verschmähn und gram schon lastet das herz mir,tro|er|in|nen|ver|schmähn|und|gram|schon|las|tet|das|herz|mir
1901,3,Aber voll Zorns antwortete drauf Aphrodite die Göttin:,aber voll zorns antwortete drauf aphrodite die göttin,a|ber|voll|zorns|ant|wor|te|te|drauf|aph|ro|di|te|die|göt|tin
1902,3,"Reize mich nicht, o Törin! ich könnt' im Zorne mich wenden,",reize mich nicht o törin ich könnt' im zorne mich wenden,rei|ze|mich|nicht|o|tö|rin|ich|könnt'|im|zor|ne|mich|wen|den
1903,3,"Und so sehr dich hassen, als innig mein Herz dich geliebet!",und so sehr dich hassen als innig mein herz dich geliebet,und|so|sehr|dich|has|sen|als|in|nig|mein|herz|dich|ge|lie|bet
1904,3,"Beid' entflammt' ich die Völker sodann zu verderblicher Feindschaft,",beid' entflammt' ich die völker sodann zu verderblicher feindschaft,beid'|ent|flammt'|ich|die|völ|ker|so|dann|zu|ver|derb|li|cher|feind|schaft
1905,3,Troer sowohl wie Achaier; dann raffte dich böses Verhängnis!,troer sowohl wie achaier dann raffte dich böses verhängnis,tro|er|so|wohl|wie|a|chai|er|dann|raff|te|dich|bö|ses|ver|häng|nis
1906,3,"Jene sprach's; und verzagt ward Helena, Tochter Kronions.",jene sprach's und verzagt ward helena tochter kronions,je|ne|sprach's|und|ver|zagt|ward|he|le|na|toch|ter|kro|ni|ons
1907,3,"Eilend ging sie, gesenkt den silberglänzenden Schleier,",eilend ging sie gesenkt den silberglänzenden schleier,ei|lend|ging|sie|ge|senkt|den|sil|ber|glän|zen|den|schlei|er
1908,3,"Still, unbemerkt den übrigen Fraun; und es führte die Göttin.",still unbemerkt den übrigen fraun und es führte die göttin,still|un|be|merkt|den|üb|ri|gen|fraun|und|es|führ|te|die|göt|tin
1909,3,"Als sie nunmehr Alexandros gepriesene Wohnung erreichten,",als sie nunmehr alexandros gepriesene wohnung erreichten,als|sie|nun|mehr|a|lex|an|dros|ge|prie|se|ne|woh|nung|er|reich|ten
1910,3,Wandten die dienenden Mägde sich schnell zur befohlenen Arbeit.,wandten die dienenden mägde sich schnell zur befohlenen arbeit,wand|ten|die|die|nen|den|mäg|de|sich|schnell|zur|be|foh|le|nen|ar|beit
1911,3,"Jene trat in ihr hohes Gemach, die edle der Weiber.",jene trat in ihr hohes gemach die edle der weiber,je|ne|trat|in|ihr|ho|hes|ge|mach|die|ed|le|der|wei|ber
1912,3,"Einen Sessel ergriff die holdanlächelnde Kypris,",einen sessel ergriff die holdanlächelnde kypris,ei|nen|ses|sel|er|griff|die|hold|an|lä|cheln|de|ky|pris
1913,3,"Trug und stellt' ihn, die Göttin, dem Held Alexandros entgegen.",trug und stellt' ihn die göttin dem held alexandros entgegen,trug|und|stellt'|ihn|die|göt|tin|dem|held|a|lex|an|dros|ent|ge|gen
1914,3,"Helena setzte sich drauf, des Ägiserschütterers Tochter,",helena setzte sich drauf des ägiserschütterers tochter,he|le|na|setz|te|sich|drauf|des|ä|gis|er|schüt|te|rers|toch|ter
1915,3,"Wandte die Augen hinweg, und schalt den Gemahl mit den Worten:",wandte die augen hinweg und schalt den gemahl mit den worten,wand|te|die|au|gen|hin|weg|und|schalt|den|ge|mahl|mit|den|wor|ten
1916,3,Kommst du vom Kampfe zurück? O lägest du lieber getötet,kommst du vom kampfe zurück o lägest du lieber getötet,kommst|du|vom|kamp|fe|zu|rück|o|lä|gest|du|lie|ber|ge|tö|tet
1917,3,"Dort vom gewaltigen Manne, der mir der erste Gemahl war!",dort vom gewaltigen manne der mir der erste gemahl war,dort|vom|ge|wal|ti|gen|man|ne|der|mir|der|ers|te|ge|mahl|war
1918,3,"Ha, du prahltest vordem, den streitbaren Held Menelaos",ha du prahltest vordem den streitbaren held menelaos,ha|du|prahl|test|vor|dem|den|streit|ba|ren|held|me|ne|la|os
1919,3,Weit an Kraft und Händen und Lanzenwurf zu besiegen!,weit an kraft und händen und lanzenwurf zu besiegen,weit|an|kraft|und|hän|den|und|lan|zen|wurf|zu|be|sie|gen
1920,3,"Gehe denn nun, und berufe den streitbaren Held Menelaos,",gehe denn nun und berufe den streitbaren held menelaos,ge|he|denn|nun|und|be|ru|fe|den|streit|ba|ren|held|me|ne|la|os
1921,3,"Wiederum zu kämpfen im Zweikampf! Aber dir rat' ich,",wiederum zu kämpfen im zweikampf aber dir rat' ich,wie|der|um|zu|kämp|fen|im|zwei|kampf|a|ber|dir|rat'|ich
1922,3,"Bleib' in Ruh, und vermeide den bräunlichen Held Menelaos,",bleib' in ruh und vermeide den bräunlichen held menelaos,bleib'|in|ruh|und|ver|mei|de|den|bräun|li|chen|held|me|ne|la|os
1923,3,"Gegen ihn anzukämpfen den tapferen Kampf der Entscheidung,",gegen ihn anzukämpfen den tapferen kampf der entscheidung,ge|gen|ihn|an|zu|kämp|fen|den|tap|fe|ren|kampf|der|ent|schei|dung
1924,3,Ohne Bedacht; daß nicht durch seinen Speer du erliegest!,ohne bedacht daß nicht durch seinen speer du erliegest,oh|ne|be|dacht|daß|nicht|durch|sei|nen|speer|du|er|lie|gest
1925,3,"Aber Paris darauf antwortete, solches erwidernd:",aber paris darauf antwortete solches erwidernd,a|ber|pa|ris|dar|auf|ant|wor|te|te|sol|ches|er|wi|dernd
1926,3,"Frau, laß ab, mir das Herz durch bittere Schmähung zu kränken.",frau laß ab mir das herz durch bittere schmähung zu kränken,frau|laß|ab|mir|das|herz|durch|bit|te|re|schmä|hung|zu|krän|ken
1927,3,Jetzo hat Menelaos mir obgesiegt mit Athene;,jetzo hat menelaos mir obgesiegt mit athene,jet|zo|hat|me|ne|la|os|mir|ob|ge|siegt|mit|a|the|ne
1928,3,Ihm ein andermal ich; denn es walten ja Götter auch unser.,ihm ein andermal ich denn es walten ja götter auch unser,ihm|ein|an|der|mal|ich|denn|es|wal|ten|ja|göt|ter|auch|un|ser
1929,3,"Komm, wir wollen in Lieb' uns vereinigen, sanft gelagert.",komm wir wollen in lieb' uns vereinigen sanft gelagert,komm|wir|wol|len|in|lieb'|uns|ver|ei|ni|gen|sanft|ge|la|gert
1930,3,"Denn noch nie hat also die Glut mir die Seele bewältigt,",denn noch nie hat also die glut mir die seele bewältigt,denn|noch|nie|hat|al|so|die|glut|mir|die|see|le|be|wäl|tigt
1931,3,"Auch nicht, als ich zuerst aus der lieblichen Flur Lakedämon",auch nicht als ich zuerst aus der lieblichen flur lakedämon,auch|nicht|als|ich|zu|erst|aus|der|lieb|li|chen|flur|la|ke|dä|mon
1932,3,"Segelte, dich entführend in meerdurchwandelnden Schiffen,",segelte dich entführend in meerdurchwandelnden schiffen,se|gel|te|dich|ent|füh|rend|in|me|er|durch|wan|deln|den|schif|fen
1933,3,Und auf Kranaens Au mich gesellt' in Lieb' und Umarmung;,und auf kranaens au mich gesellt' in lieb' und umarmung,und|auf|kra|naens|au|mich|ge|sellt'|in|lieb'|und|um|ar|mung
1934,3,"Als ich anjetzt dir glühe, durchbebt von süßem Verlangen.",als ich anjetzt dir glühe durchbebt von süßem verlangen,als|ich|an|jetzt|dir|glü|he|durch|bebt|von|sü|ßem|ver|lan|gen
1935,3,"Sprach's, und nahte dem Lager zuerst; ihm folgte die Gattin.",sprach's und nahte dem lager zuerst ihm folgte die gattin,sprach's|und|nah|te|dem|la|ger|zu|erst|ihm|folg|te|die|gat|tin
1936,3,Beide ruheten dann im schöngebildeten Bette.,beide ruheten dann im schöngebildeten bette,bei|de|ru|he|ten|dann|im|schön|ge|bil|de|ten|bet|te
1937,3,"Atreus Sohn durchstürmte das Heer nun, ähnlich dem Raubtier,",atreus sohn durchstürmte das heer nun ähnlich dem raubtier,a|treus|sohn|durch|stürm|te|das|heer|nun|ähn|lich|dem|raub|tier
1938,3,"Ob er ihn wo ausspähte, den göttlichen Held Alexandros.",ob er ihn wo ausspähte den göttlichen held alexandros,ob|er|ihn|wo|aus|späh|te|den|gött|li|chen|held|a|lex|an|dros
1939,3,"Doch nicht einer des troischen Volks, noch der edlen Genossen,",doch nicht einer des troischen volks noch der edlen genossen,doch|nicht|ei|ner|des|tro|i|schen|volks|noch|der|ed|len|ge|nos|sen
1940,3,"Konnt' Alexandros ihm zeigen, dem Rufer im Streit Menelaos.",konnt' alexandros ihm zeigen dem rufer im streit menelaos,konnt'|a|lex|an|dros|ihm|zei|gen|dem|ru|fer|im|streit|me|ne|la|os
1941,3,"Nicht aus Freundschaft wahrlich verhehlten sie, wenn man ihn schaute:",nicht aus freundschaft wahrlich verhehlten sie wenn man ihn schaute,nicht|aus|freund|schaft|wahr|lich|ver|hehl|ten|sie|wenn|man|ihn|schau|te
1942,3,"Denn verhaßt war er allen umher, wie das schwarze Verhängnis.",denn verhaßt war er allen umher wie das schwarze verhängnis,denn|ver|haßt|war|er|al|len|um|her|wie|das|schwar|ze|ver|häng|nis
1943,3,Jetzo erhub die Stimme der Völkerfürst Agamemnon:,jetzo erhub die stimme der völkerfürst agamemnon,jet|zo|er|hub|die|stim|me|der|völ|ker|fürst|a|ga|mem|non
1944,3,"Hört mein Wort, ihr Troer, ihr Dardaner, und ihr Genossen!",hört mein wort ihr troer ihr dardaner und ihr genossen,hört|mein|wort|ihr|tro|er|ihr|dar|da|ner|und|ihr|ge|nos|sen
1945,3,Offenbar ist Sieger der streitbare Held Menelaos.,offenbar ist sieger der streitbare held menelaos,of|fen|bar|ist|sie|ger|der|streit|ba|re|held|me|ne|la|os
1946,3,"Gebt denn Helena jetzt die Argeierin, samt der Besitzung,",gebt denn helena jetzt die argeierin samt der besitzung,gebt|denn|he|le|na|jetzt|die|ar|gei|e|rin|samt|der|be|sit|zung
1947,3,"Uns zurück; auch Buße bezahlet uns, welche geziemet,",uns zurück auch buße bezahlet uns welche geziemet,uns|zu|rück|auch|bu|ße|be|zah|let|uns|wel|che|ge|zie|met
1948,3,Und die hinfort auch daure bei kommenden Menschengeschlechtern.,und die hinfort auch daure bei kommenden menschengeschlechtern,und|die|hin|fort|auch|dau|re|bei|kom|men|den|men|schen|ge|schlech|tern
1949,3,Also sprach der Atreid'; und es lobten ihn alle Achaier.,also sprach der atreid' und es lobten ihn alle achaier,al|so|sprach|der|a|treid'|und|es|lob|ten|ihn|al|le|a|chai|er
1950,4,"Aber die Götter um Zeus ratschlageten all' in Versammlung,",aber die götter um zeus ratschlageten all' in versammlung,a|ber|die|göt|ter|um|zeus|rat|schla|ge|ten|all'|in|ver|samm|lung
1951,4,"Sitzend auf goldener Flur; sie durchging die treffliche Hebe,",sitzend auf goldener flur sie durchging die treffliche hebe,sit|zend|auf|gol|de|ner|flur|sie|durch|ging|die|treff|li|che|he|be
